taskId,taskPri,es,le,lastTime,satellite,class
57,1,432,505,45,卫星-58,0
58,8,437,503,48,卫星-58,0
59,6,447,508,49,卫星-131,0
60,1,448,516,49,卫星-48,0
61,2,458,520,43,卫星-131,0
62,8,460,532,42,卫星-48,1
63,9,484,543,46,卫星-66,0
64,8,484,558,45,卫星-66,0
65,10,489,566,48,卫星-75,1
66,6,494,549,44,卫星-49,1
67,3,501,556,42,卫星-164,0
68,10,511,566,45,卫星-156,0
69,7,525,595,50,卫星-38,1
70,9,529,594,49,卫星-164,0
71,7,533,612,50,卫星-58,0
72,8,535,602,49,卫星-76,0
73,3,556,627,43,卫星-67,0
74,3,556,625,40,卫星-155,1
75,2,558,633,47,卫星-155,0
76,9,581,637,44,卫星-48,0
77,2,581,644,43,卫星-58,1
78,6,588,657,46,卫星-76,0
79,3,596,658,40,卫星-155,0
80,1,609,683,49,卫星-76,1
81,4,609,661,42,卫星-66,1
82,3,611,680,45,卫星-57,1
83,7,613,666,43,卫星-57,0
84,6,632,699,43,卫星-147,1
85,6,637,706,40,卫星-147,1
86,7,639,706,50,卫星-138,1
87,9,642,705,48,卫星-47,0
88,10,645,721,46,卫星-76,1
89,9,654,717,43,卫星-147,0
90,8,661,732,42,卫星-47,1
91,2,667,737,49,卫星-38,1
92,6,671,743,47,卫星-66,0
93,3,676,726,40,卫星-76,0
94,5,692,757,45,卫星-38,1
95,8,709,779,50,卫星-147,1
96,8,719,778,46,卫星-155,1
97,7,727,795,45,卫星-164,0
98,10,748,816,50,卫星-138,0
99,7,756,821,49,卫星-156,0
100,6,762,822,47,卫星-58,0
101,1,763,834,41,卫星-155,1
102,1,772,845,48,卫星-164,0
103,3,777,844,41,卫星-147,1
104,9,778,831,41,卫星-138,1
105,4,796,850,40,卫星-58,0
106,2,803,857,43,卫星-58,0
107,3,810,878,48,卫星-164,1
108,6,816,879,41,卫星-57,0
109,8,824,891,43,卫星-66,0
110,6,849,922,49,卫星-38,1
111,7,849,911,48,卫星-66,1
112,2,865,922,42,卫星-47,0
113,2,884,946,50,卫星-155,0
114,10,888,951,40,卫星-38,1
115,2,898,956,43,卫星-57,1
116,8,904,969,48,卫星-155,0
117,8,915,991,49,卫星-147,0
118,6,916,996,50,卫星-58,1
119,8,926,993,50,卫星-138,0
120,9,941,1005,40,卫星-47,0
121,6,959,1026,43,卫星-147,0
122,4,968,1043,46,卫星-138,1
123,7,969,1028,49,卫星-147,0
124,8,978,1032,43,卫星-66,1
125,7,982,1056,46,卫星-75,0
126,9,1001,1064,43,卫星-147,0
127,8,1002,1072,47,卫星-66,0
128,8,1003,1076,47,卫星-147,0
129,4,1007,1085,49,卫星-47,1
130,6,1012,1075,42,卫星-75,0
131,3,1020,1092,43,卫星-138,0
132,1,1048,1099,40,卫星-138,0
133,8,1097,1154,46,卫星-57,0
134,1,1102,1161,47,卫星-58,1
135,2,1106,1179,44,卫星-58,1
136,8,1107,1182,48,卫星-164,0
137,2,1121,1194,47,卫星-58,1
138,3,1127,1202,49,卫星-65,0
139,10,1133,1198,48,卫星-75,0
140,4,1133,1200,48,卫星-4,1
141,1,1179,1238,42,卫星-66,1
142,5,1181,1256,46,卫星-47,0
143,8,1182,1246,46,卫星-57,0
144,5,1204,1267,46,卫星-4,0
145,10,1226,1296,47,卫星-146,1
146,9,1232,1294,43,卫星-47,1
147,9,1236,1312,46,卫星-147,1
148,3,1248,1313,43,卫星-147,0
149,8,1260,1334,48,卫星-47,1
150,6,1269,1329,42,卫星-146,0
151,2,1285,1340,40,卫星-4,0
152,9,1288,1351,48,卫星-56,0
153,10,1310,1367,45,卫星-147,0
154,10,1318,1388,45,卫星-47,1
155,8,1358,1421,40,卫星-146,1
156,6,1363,1440,49,卫星-146,0
157,7,1376,1440,48,卫星-75,0
158,5,1387,1456,48,卫星-73,0
159,7,1420,1495,50,卫星-138,0
160,7,1442,1505,42,卫星-153,0
161,3,1443,1513,48,卫星-145,1
162,9,1446,1497,41,卫星-73,1
163,4,1449,1521,44,卫星-4,1
164,4,1455,1527,49,卫星-145,0
165,1,1488,1543,41,卫星-146,1
166,4,1494,1567,43,卫星-154,0
167,6,1521,1583,46,卫星-146,0
168,10,1568,1642,45,卫星-47,0
169,7,1573,1653,50,卫星-73,0
170,2,1609,1680,49,卫星-154,1
171,3,1611,1691,50,卫星-46,0
172,9,1618,1686,46,卫星-153,0
173,2,1622,1697,49,卫星-73,1
174,3,1624,1687,50,卫星-64,0
175,6,1631,1702,41,卫星-73,0
176,4,1639,1691,41,卫星-145,1
177,1,1690,1745,43,卫星-3,0
178,9,1704,1764,42,卫星-4,0
179,2,1709,1765,46,卫星-45,0
180,7,1742,1805,49,卫星-145,1
181,9,1744,1810,42,卫星-3,0
182,3,1757,1825,42,卫星-145,1
183,6,1757,1827,44,卫星-55,0
184,8,1758,1834,46,卫星-46,0
185,5,1758,1818,49,卫星-45,1
186,10,1759,1822,44,卫星-55,1
187,3,1770,1833,46,卫星-145,0
188,4,1774,1836,50,卫星-64,1
189,5,1776,1839,50,卫星-145,0
190,9,1780,1842,40,卫星-3,0
191,3,1790,1848,41,卫星-56,0
192,9,1791,1850,42,卫星-55,1
193,5,1824,1897,49,卫星-56,1
194,9,1861,1916,45,卫星-145,1
195,10,1866,1925,40,卫星-145,1
196,10,1867,1930,47,卫星-4,1
197,1,1868,1928,49,卫星-45,1
198,9,1874,1935,42,卫星-45,0
199,1,1882,1945,40,卫星-145,0
200,10,1891,1965,47,卫星-55,1
201,7,1896,1962,43,卫星-55,1
202,8,1900,1966,44,卫星-145,1
203,8,1905,1964,41,卫星-153,0
204,1,1906,1974,46,卫星-56,0
205,4,1906,1971,48,卫星-137,1
206,7,1908,1961,43,卫星-73,0
207,10,1927,1997,41,卫星-3,1
208,1,1928,1993,47,卫星-153,1
209,8,1934,1996,46,卫星-4,0
210,5,1953,2032,49,卫星-73,1
211,3,1953,2013,49,卫星-45,0
212,1,1957,2017,45,卫星-55,0
213,3,1960,2015,40,卫星-45,1
214,8,1962,2035,43,卫星-55,0
215,10,1967,2032,45,卫星-4,0
216,2,1976,2040,41,卫星-145,1
217,4,2009,2069,49,卫星-55,1
218,5,2014,2074,43,卫星-45,0
219,4,2021,2096,47,卫星-45,1
220,5,2023,2084,49,卫星-55,1
221,5,2024,2091,49,卫星-145,0
222,10,2030,2104,48,卫星-64,0
223,3,2030,2102,43,卫星-55,0
224,3,2031,2099,50,卫星-3,0
225,9,2032,2096,46,卫星-73,0
226,4,2040,2095,40,卫星-65,0
227,3,2042,2116,46,卫星-64,1
228,9,2056,2127,42,卫星-64,0
229,3,2064,2140,46,卫星-3,0
230,5,2070,2149,50,卫星-55,1
231,3,2082,2148,43,卫星-137,0
232,7,2095,2165,42,卫星-45,0
233,4,2097,2163,48,卫星-73,0
234,8,2126,2192,44,卫星-46,0
235,9,2135,2201,50,卫星-64,1
236,4,2135,2208,44,卫星-45,0
237,2,2138,2214,46,卫星-64,0
238,4,2139,2208,42,卫星-55,1
239,9,2144,2221,48,卫星-137,0
240,4,2147,2202,43,卫星-145,1
241,9,2164,2234,40,卫星-55,0
242,2,2170,2233,48,卫星-64,0
243,7,2174,2244,41,卫星-153,1
244,1,2175,2243,41,卫星-45,1
245,1,2186,2242,42,卫星-65,1
246,3,2199,2251,40,卫星-55,1
247,2,2209,2281,47,卫星-64,0
248,2,2232,2293,47,卫星-154,0
249,3,2232,2297,44,卫星-45,0
250,6,2235,2296,49,卫星-55,1
251,5,2241,2298,43,卫星-3,0
252,9,2248,2305,46,卫星-45,1
253,1,2252,2316,50,卫星-45,0
254,6,2254,2319,43,卫星-73,0
255,5,2264,2317,42,卫星-45,0
256,3,2277,2340,41,卫星-64,0
257,4,2277,2340,40,卫星-153,0
258,4,2281,2356,46,卫星-64,0
259,1,2287,2362,46,卫星-56,1
260,8,2301,2361,40,卫星-46,0
261,5,2304,2370,44,卫星-55,1
262,3,2304,2372,44,卫星-45,1
263,9,2327,2403,50,卫星-137,1
264,5,2343,2399,46,卫星-46,0
265,2,2345,2405,46,卫星-64,1
266,7,2355,2413,44,卫星-45,1
267,3,2364,2443,50,卫星-55,1
268,10,2365,2433,45,卫星-64,0
269,9,2376,2430,43,卫星-55,0
270,1,2389,2468,49,卫星-55,1
271,8,2390,2445,43,卫星-55,1
272,1,2390,2460,40,卫星-55,1
273,1,2399,2475,48,卫星-55,1
274,10,2402,2463,42,卫星-145,0
275,8,2414,2489,46,卫星-45,1
276,9,2425,2496,49,卫星-45,1
277,4,2427,2485,48,卫星-55,0
278,10,2429,2486,42,卫星-45,1
279,6,2431,2503,48,卫星-55,1
280,2,2438,2494,46,卫星-3,0
281,7,2449,2507,48,卫星-153,1
282,9,2473,2546,45,卫星-45,0
283,3,2479,2544,50,卫星-45,0
284,9,2487,2549,45,卫星-45,1
285,4,2493,2558,44,卫星-145,1
286,4,2494,2567,45,卫星-153,0
287,3,2494,2570,47,卫星-55,1
288,6,2502,2562,45,卫星-55,0
289,9,2522,2590,50,卫星-3,1
290,1,2522,2587,40,卫星-64,1
291,7,2524,2584,49,卫星-3,1
292,1,2524,2593,42,卫星-45,0
293,4,2537,2595,40,卫星-55,0
294,5,2554,2616,46,卫星-45,0
295,9,2561,2621,45,卫星-55,0
296,6,2565,2632,47,卫星-64,0
297,4,2567,2631,50,卫星-153,1
298,2,2573,2653,50,卫星-64,0
299,10,2583,2652,49,卫星-55,0
300,3,2587,2646,40,卫星-3,0
301,9,2590,2652,44,卫星-145,1
302,2,2593,2665,50,卫星-55,0
303,3,2601,2655,42,卫星-153,1
304,1,2602,2666,49,卫星-64,1
305,5,2621,2683,50,卫星-55,0
306,5,2626,2697,48,卫星-153,1
307,1,2632,2697,45,卫星-45,0
308,9,2642,2717,48,卫星-45,0
309,8,2643,2717,45,卫星-45,0
310,5,2654,2723,50,卫星-54,1
311,3,2678,2748,41,卫星-153,0
312,6,2680,2744,49,卫星-64,1
313,2,2681,2748,41,卫星-45,0
314,4,2683,2738,45,卫星-45,0
315,8,2687,2749,47,卫星-145,1
316,3,2691,2767,47,卫星-55,1
317,8,2724,2787,43,卫星-54,1
318,7,2731,2808,49,卫星-64,0
319,3,2731,2802,43,卫星-64,1
320,4,2736,2807,45,卫星-145,0
321,8,2743,2817,48,卫星-54,1
322,6,2756,2818,44,卫星-64,1
323,10,2757,2822,48,卫星-55,0
324,4,2771,2843,50,卫星-54,1
325,8,2773,2830,45,卫星-145,0
326,8,2796,2867,49,卫星-45,0
327,3,2844,2905,50,卫星-54,1
328,7,2849,2913,49,卫星-55,0
329,4,2861,2923,44,卫星-55,1
330,8,2894,2969,46,卫星-153,1
331,3,2911,2980,45,卫星-55,0
332,3,2917,2971,43,卫星-54,0
333,2,2921,2981,47,卫星-72,1
334,2,2926,2986,41,卫星-71,1
335,7,2948,3009,50,卫星-54,0
336,4,2956,3019,48,卫星-135,0
337,5,2974,3035,45,卫星-54,0
338,6,2981,3037,42,卫星-80,1
339,1,2982,3035,43,卫星-54,0
340,8,2990,3062,47,卫星-72,1
341,8,3006,3071,45,卫星-153,1
342,10,3006,3076,50,卫星-55,1
343,4,3013,3078,40,卫星-153,0
344,3,3023,3089,50,卫星-53,1
345,7,3024,3091,43,卫星-53,0
346,10,3037,3098,50,卫星-54,0
347,5,3055,3133,49,卫星-44,0
348,7,3056,3112,44,卫星-44,0
349,7,3057,3128,50,卫星-54,0
350,8,3060,3125,44,卫星-54,0
351,8,3062,3117,41,卫星-44,1
352,6,3076,3137,46,卫星-72,1
353,7,3088,3151,43,卫星-54,0
354,7,3089,3163,44,卫星-153,1
355,2,3091,3162,48,卫星-143,1
356,6,3095,3162,42,卫星-143,0
357,2,3096,3175,50,卫星-54,1
358,1,3101,3160,41,卫星-63,0
359,9,3124,3181,44,卫星-54,0
360,8,3151,3212,44,卫星-44,0
361,5,3152,3226,49,卫星-44,1
362,4,3174,3240,45,卫星-160,1
363,4,3176,3249,49,卫星-135,1
364,6,3207,3275,49,卫星-135,0
365,9,3217,3270,43,卫星-54,1
366,2,3219,3274,41,卫星-44,0
367,7,3243,3303,48,卫星-53,0
368,4,3256,3318,41,卫星-135,0
369,8,3273,3350,48,卫星-53,0
370,7,3279,3353,48,卫星-143,1
371,7,3282,3341,48,卫星-54,1
372,5,3296,3364,44,卫星-43,1
373,6,3309,3366,43,卫星-135,1
374,3,3315,3369,43,卫星-160,0
375,3,3326,3392,41,卫星-160,1
376,8,3359,3419,40,卫星-53,1
377,10,3360,3430,49,卫星-151,1
378,9,3367,3423,45,卫星-44,0
379,4,3370,3430,44,卫星-81,0
380,5,3378,3432,42,卫星-80,1
381,4,3378,3449,50,卫星-54,0
382,10,3382,3455,49,卫星-54,1
383,1,3396,3468,48,卫星-43,1
384,6,3400,3469,43,卫星-43,1
385,5,3403,3468,43,卫星-43,0
386,2,3420,3495,48,卫星-43,0
387,4,3427,3499,44,卫星-44,1
388,10,3433,3495,45,卫星-54,0
389,6,3441,3491,40,卫星-54,1
390,7,3443,3499,41,卫星-44,0
391,9,3452,3508,43,卫星-53,1
392,7,3462,3514,40,卫星-44,1
393,5,3474,3540,44,卫星-142,1
394,4,3475,3548,43,卫星-44,0
395,8,3476,3548,42,卫星-142,1
396,4,3481,3542,42,卫星-143,1
397,5,3485,3561,47,卫星-143,0
398,2,3486,3555,40,卫星-53,0
399,1,3489,3559,46,卫星-43,1
400,7,3495,3555,48,卫星-62,1
401,6,3501,3559,47,卫星-52,1
402,2,3502,3579,49,卫星-81,0
403,10,3518,3584,49,卫星-44,0
404,1,3519,3574,44,卫星-71,1
405,2,3520,3583,44,卫星-160,1
406,6,3528,3598,41,卫星-44,1
407,9,3529,3599,40,卫星-143,1
408,3,3530,3598,48,卫星-62,0
409,9,3530,3604,46,卫星-142,0
410,2,3533,3591,46,卫星-142,0
411,7,3538,3605,44,卫星-142,0
412,8,3542,3614,45,卫星-52,0
413,9,3543,3603,47,卫星-54,1
414,5,3547,3608,47,卫星-43,1
415,6,3550,3602,41,卫星-143,0
416,6,3557,3624,41,卫星-160,0
417,4,3559,3628,46,卫星-44,1
418,5,3559,3636,49,卫星-142,0
419,3,3564,3622,46,卫星-160,1
420,8,3570,3640,50,卫星-54,1
421,7,3570,3635,41,卫星-160,0
422,2,3574,3630,41,卫星-53,1
423,10,3574,3636,48,卫星-52,1
424,5,3585,3661,48,卫星-54,1
425,3,3586,3650,42,卫星-134,1
426,6,3592,3668,46,卫星-54,1
427,2,3599,3653,42,卫星-53,1
428,3,3602,3673,50,卫星-142,1
429,7,3616,3678,45,卫星-143,1
430,8,3617,3693,50,卫星-134,1
431,9,3621,3681,40,卫星-43,1
432,10,3626,3689,40,卫星-142,0
433,5,3638,3689,40,卫星-144,1
434,4,3644,3718,44,卫星-43,1
435,3,3655,3731,47,卫星-52,1
436,4,3661,3720,41,卫星-143,0
437,10,3679,3747,47,卫星-52,0
438,2,3684,3744,49,卫星-53,1
439,3,3686,3739,42,卫星-134,0
440,4,3689,3766,47,卫星-53,1
441,4,3691,3767,47,卫星-53,1
442,4,3691,3742,41,卫星-71,1
443,9,3692,3751,45,卫星-143,0
444,3,3696,3752,45,卫星-134,0
445,2,3697,3774,50,卫星-54,1
446,10,3698,3771,47,卫星-160,1
447,9,3713,3772,48,卫星-62,1
448,9,3724,3792,42,卫星-54,0
449,1,3724,3785,43,卫星-142,1
450,9,3725,3783,47,卫星-43,0
451,10,3729,3799,46,卫星-43,0
452,4,3739,3812,43,卫星-143,0
453,8,3739,3802,43,卫星-52,1
454,2,3743,3797,40,卫星-52,1
455,9,3750,3814,46,卫星-43,0
456,3,3753,3806,40,卫星-160,1
457,1,3756,3827,49,卫星-151,1
458,4,3768,3841,47,卫星-61,1
459,2,3780,3844,47,卫星-54,1
460,7,3799,3877,48,卫星-52,1
461,8,3801,3865,44,卫星-43,1
462,2,3808,3877,40,卫星-70,0
463,8,3816,3880,45,卫星-43,0
464,1,3818,3889,43,卫星-143,1
465,5,3821,3883,43,卫星-71,0
466,4,3823,3888,46,卫星-52,0
467,9,3842,3916,47,卫星-135,1
468,3,3853,3905,41,卫星-52,1
469,9,3855,3915,42,卫星-151,0
470,9,3882,3941,42,卫星-135,1
471,2,3891,3949,48,卫星-160,1
472,2,3894,3957,48,卫星-151,1
473,8,3897,3968,46,卫星-134,0
474,4,3898,3965,47,卫星-53,0
475,9,3904,3960,44,卫星-53,0
476,3,3906,3978,46,卫星-142,0
477,9,3924,4004,50,卫星-134,1
478,7,3930,3985,40,卫星-70,1
479,3,3931,3994,40,卫星-53,0
480,8,3932,3989,47,卫星-151,1
481,6,3953,4019,45,卫星-143,0
482,1,3966,4025,49,卫星-151,1
483,10,3981,4053,44,卫星-160,1
484,3,3987,4046,43,卫星-151,0
485,7,3997,4058,44,卫星-53,0
486,8,4006,4063,46,卫星-70,1
487,9,4023,4098,46,卫星-134,0
488,6,4047,4120,47,卫星-160,0
489,3,4057,4129,42,卫星-52,1
490,1,4060,4128,41,卫星-134,0
491,9,4078,4151,46,卫星-151,0
492,9,4081,4132,40,卫星-134,0
493,7,4082,4144,41,卫星-143,1
494,9,4090,4147,45,卫星-134,1
495,7,4093,4150,40,卫星-52,0
496,6,4102,4154,42,卫星-134,0
497,9,4112,4181,46,卫星-134,0
498,1,4133,4203,45,卫星-142,1
499,1,4144,4213,45,卫星-70,1
500,3,4170,4241,50,卫星-79,0
501,7,4171,4233,42,卫星-53,1
502,7,4178,4231,40,卫星-134,1
503,7,4183,4244,42,卫星-143,1
504,2,4261,4316,41,卫星-142,1
505,7,4270,4328,42,卫星-61,1
506,3,4345,4411,46,卫星-78,1
507,2,4354,4418,46,卫星-61,0
508,1,4357,4411,44,卫星-160,0
509,9,4357,4414,42,卫星-142,0
510,7,4367,4427,50,卫星-71,1
511,6,4369,4424,44,卫星-70,0
512,3,4391,4463,44,卫星-151,1
513,2,4404,4469,49,卫星-41,1
514,10,4432,4497,48,卫星-70,0
515,10,4447,4517,49,卫星-142,0
516,9,4463,4532,47,卫星-134,1
517,1,4490,4567,48,卫星-134,1
518,7,4496,4572,48,卫星-168,1
519,5,4540,4603,49,卫星-41,0
520,4,4547,4614,40,卫星-70,0
521,2,4548,4608,42,卫星-159,1
522,1,4562,4629,41,卫星-134,0
523,5,4563,4640,48,卫星-70,0
524,4,4584,4647,46,卫星-61,1
525,9,4584,4660,49,卫星-78,1
526,8,4611,4683,42,卫星-41,1
527,9,4611,4679,47,卫星-150,1
528,6,4617,4687,47,卫星-151,0
529,10,4681,4761,50,卫星-78,1
530,5,4686,4764,48,卫星-70,1
531,8,4690,4747,42,卫星-70,0
532,10,4695,4775,50,卫星-158,0
533,8,4698,4763,47,卫星-41,1
534,5,4713,4781,48,卫星-78,0
535,2,4713,4766,41,卫星-150,1
536,10,4740,4804,45,卫星-41,1
537,9,4801,4859,47,卫星-159,1
538,1,4807,4871,48,卫星-78,0
539,8,4834,4891,42,卫星-78,1
540,8,4845,4917,48,卫星-142,1
541,10,4847,4916,43,卫星-70,0
542,8,4849,4926,49,卫星-158,1
543,1,4856,4912,41,卫星-87,0
544,3,4860,4919,40,卫星-78,0
545,6,4860,4937,49,卫星-150,1
546,4,4861,4933,50,卫星-78,1
547,4,4866,4936,43,卫星-142,1
548,10,4885,4956,48,卫星-8,1
549,6,4894,4948,41,卫星-8,0
550,7,4896,4957,45,卫星-167,0
551,6,4904,4972,47,卫星-87,1
552,8,4913,4973,50,卫星-78,0
553,8,4914,4977,41,卫星-8,0
554,10,4915,4984,40,卫星-78,1
555,2,4919,4988,41,卫星-150,1
556,2,4923,4991,50,卫星-8,1
557,9,4962,5020,40,卫星-142,1
558,5,4966,5025,40,卫星-8,0
559,5,4996,5075,49,卫星-8,1
560,4,5001,5060,44,卫星-41,1
561,3,5010,5077,43,卫星-133,1
562,5,5016,5078,45,卫星-68,1
563,5,5017,5083,48,卫星-167,1
564,9,5027,5092,46,卫星-78,1
565,8,5045,5106,48,卫星-150,0
566,6,5054,5119,47,卫星-78,0
567,9,5058,5126,46,卫星-159,0
568,4,5061,5128,50,卫星-77,0
569,7,5070,5131,40,卫星-158,0
570,1,5080,5149,41,卫星-41,1
571,5,5084,5145,48,卫星-77,1
572,7,5086,5149,48,卫星-41,0
573,6,5086,5152,45,卫星-158,1
574,3,5104,5183,50,卫星-8,0
575,8,5126,5195,47,卫星-78,1
576,2,5130,5202,44,卫星-133,0
577,9,5130,5189,49,卫星-41,1
578,3,5146,5224,49,卫星-41,0
579,10,5165,5221,42,卫星-8,1
580,5,5176,5241,50,卫星-167,0
581,7,5201,5258,43,卫星-60,0
582,7,5207,5262,41,卫星-168,0
583,5,5213,5275,50,卫星-78,1
584,6,5217,5290,47,卫星-69,0
585,10,5224,5296,45,卫星-150,0
586,4,5227,5296,50,卫星-158,1
587,6,5227,5296,49,卫星-77,0
588,6,5235,5288,42,卫星-68,0
589,8,5238,5296,42,卫星-158,0
590,1,5252,5316,44,卫星-60,1
591,7,5256,5308,41,卫星-133,1
592,7,5264,5339,47,卫星-150,1
593,8,5274,5339,50,卫星-159,0
594,4,5275,5334,45,卫星-150,0
595,9,5278,5334,45,卫星-87,1
596,9,5284,5346,48,卫星-158,1
597,1,5289,5369,50,卫星-158,1
598,3,5298,5374,48,卫星-150,0
599,10,5300,5375,46,卫星-78,0
600,7,5330,5401,42,卫星-87,1
601,8,5337,5408,46,卫星-158,0
602,3,5343,5397,43,卫星-87,1
603,6,5369,5440,46,卫星-159,1
604,4,5377,5450,44,卫星-8,1
605,7,5395,5459,46,卫星-78,1
606,8,5402,5459,41,卫星-8,1
607,2,5405,5479,49,卫星-68,0
608,5,5418,5484,50,卫星-68,1
609,3,5428,5490,41,卫星-68,0
610,2,5436,5492,44,卫星-159,0
611,3,5441,5513,50,卫星-158,1
612,6,5445,5515,41,卫星-150,0
613,7,5449,5528,50,卫星-158,0
614,7,5450,5522,48,卫星-8,1
615,10,5452,5519,50,卫星-77,1
616,4,5457,5525,49,卫星-159,1
617,10,5462,5539,47,卫星-158,0
618,7,5473,5535,44,卫星-87,0
619,8,5486,5539,42,卫星-8,1
620,9,5508,5581,45,卫星-158,0
621,10,5510,5576,46,卫星-159,0
622,10,5547,5607,45,卫星-8,0
623,9,5550,5612,48,卫星-8,1
624,1,5558,5621,43,卫星-86,0
625,6,5568,5642,50,卫星-87,1
626,7,5582,5654,44,卫星-77,1
627,4,5587,5664,48,卫星-150,1
628,2,5633,5702,44,卫星-87,0
629,2,5635,5711,48,卫星-8,0
630,10,5639,5701,48,卫星-8,1
631,9,5648,5719,41,卫星-86,0
632,6,5669,5733,48,卫星-77,0
633,8,5693,5756,46,卫星-8,0
634,7,5704,5770,48,卫星-87,0
635,3,5705,5761,41,卫星-158,1
636,5,5708,5771,42,卫星-69,0
637,5,5717,5787,45,卫星-60,1
638,2,5723,5792,50,卫星-85,1
639,7,5724,5792,45,卫星-7,1
640,3,5768,5843,47,卫星-77,1
641,8,5769,5836,47,卫星-68,1
642,9,5786,5851,43,卫星-77,1
643,9,5791,5867,47,卫星-8,0
644,1,5795,5860,50,卫星-68,0
645,2,5799,5861,49,卫星-8,0
646,5,5805,5882,49,卫星-167,1
647,9,5828,5890,43,卫星-6,1
648,6,5841,5912,45,卫星-158,0
649,1,5846,5911,41,卫星-6,1
650,4,5873,5950,50,卫星-7,0
651,3,5889,5960,43,卫星-77,0
652,5,5892,5953,47,卫星-59,0
653,7,5895,5956,47,卫星-8,0
654,2,5895,5952,45,卫星-77,1
655,8,5895,5951,44,卫星-7,0
656,1,5912,5977,48,卫星-8,1
657,10,5919,5992,49,卫星-7,1
658,2,5927,5996,46,卫星-7,0
659,6,5957,6025,43,卫星-140,1
660,2,5967,6038,50,卫星-167,0
661,4,5979,6049,48,卫星-76,0
662,9,5979,6052,43,卫星-157,0
663,2,5983,6052,45,卫星-140,1
664,9,5992,6052,40,卫星-59,1
665,4,5993,6046,41,卫星-67,1
666,1,5996,6061,47,卫星-17,1
667,7,6007,6068,41,卫星-77,1
668,9,6031,6098,48,卫星-157,0
669,2,6037,6103,47,卫星-157,0
670,6,6038,6107,46,卫星-17,1
671,9,6041,6096,45,卫星-7,1
672,2,6055,6109,40,卫星-157,1
673,2,6065,6130,47,卫星-76,1
674,10,6072,6145,46,卫星-158,1
675,8,6114,6170,41,卫星-7,1
676,9,6122,6196,44,卫星-59,1
677,5,6125,6190,43,卫星-60,1
678,3,6128,6195,42,卫星-17,1
679,10,6136,6195,44,卫星-6,0
680,4,6138,6200,50,卫星-76,1
681,4,6152,6211,48,卫星-6,1
682,3,6153,6223,46,卫星-6,1
683,7,6165,6224,42,卫星-7,1
684,8,6171,6240,47,卫星-59,0
685,7,6181,6243,43,卫星-59,0
686,1,6191,6260,41,卫星-157,1
687,4,6212,6284,43,卫星-6,1
688,10,6216,6282,40,卫星-6,1
689,4,6217,6275,42,卫星-6,1
690,7,6226,6282,43,卫星-7,0
691,6,6242,6312,40,卫星-6,1
692,9,6265,6316,40,卫星-157,0
693,7,6266,6328,49,卫星-157,0
694,7,6270,6343,49,卫星-85,1
695,6,6274,6342,48,卫星-6,1
696,2,6274,6338,48,卫星-157,0
697,1,6292,6359,44,卫星-17,1
698,2,6294,6346,40,卫星-6,1
699,10,6294,6372,50,卫星-6,1
700,7,6303,6374,49,卫星-17,0
701,6,6310,6370,42,卫星-157,1
702,1,6327,6390,46,卫星-7,1
703,10,6332,6391,42,卫星-140,1
704,1,6353,6425,44,卫星-76,1
705,10,6371,6439,45,卫星-59,0
706,3,6371,6439,41,卫星-7,0
707,4,6378,6455,50,卫星-165,1
708,3,6378,6432,40,卫星-58,0
