taskId,taskPri,es,le,lastTime,satellite,class
313,2,1739,1804,46,卫星-45,0
314,8,1746,1806,50,卫星-64,0
315,5,1751,1813,47,卫星-56,1
316,6,1752,1825,44,卫星-45,1
317,10,1752,1815,43,卫星-45,0
318,2,1764,1829,48,卫星-45,1
319,5,1771,1829,48,卫星-146,1
320,8,1777,1853,47,卫星-64,1
321,6,1779,1842,49,卫星-45,1
322,7,1781,1835,40,卫星-145,1
323,4,1784,1851,43,卫星-64,1
324,8,1793,1868,49,卫星-3,1
325,1,1799,1860,42,卫星-3,0
326,10,1802,1855,43,卫星-45,1
327,6,1806,1879,47,卫星-145,0
328,8,1809,1875,42,卫星-65,0
329,8,1812,1878,43,卫星-64,1
330,9,1822,1878,41,卫星-46,1
331,2,1835,1900,47,卫星-55,1
332,6,1844,1919,45,卫星-55,1
333,8,1844,1904,50,卫星-45,0
334,10,1849,1910,40,卫星-45,0
335,4,1856,1907,40,卫星-55,1
336,3,1857,1917,46,卫星-145,0
337,7,1857,1919,40,卫星-55,1
338,5,1859,1916,45,卫星-64,0
339,2,1860,1919,49,卫星-154,1
340,3,1868,1940,45,卫星-3,1
341,10,1868,1938,44,卫星-64,0
342,3,1871,1928,43,卫星-55,1
343,7,1871,1943,49,卫星-45,0
344,3,1873,1929,43,卫星-145,1
345,3,1875,1939,48,卫星-3,0
346,6,1885,1945,44,卫星-146,1
347,5,1886,1957,41,卫星-56,1
348,2,1887,1939,42,卫星-45,0
349,3,1900,1973,45,卫星-55,0
350,2,1901,1970,49,卫星-137,0
351,3,1902,1977,45,卫星-4,0
352,5,1905,1970,45,卫星-154,0
353,2,1910,1988,48,卫星-55,0
354,1,1913,1968,42,卫星-145,0
355,4,1918,1997,50,卫星-4,1
356,8,1919,1994,47,卫星-55,1
357,2,1929,1997,47,卫星-137,1
358,1,1931,2005,49,卫星-46,1
359,3,1943,2008,46,卫星-64,0
360,7,1944,2006,45,卫星-146,0
361,10,1945,2019,49,卫星-55,0
362,7,1946,2015,47,卫星-46,0
363,1,1951,2028,47,卫星-45,0
364,7,1952,2023,48,卫星-3,0
365,3,1955,2017,43,卫星-45,0
366,8,1958,2033,49,卫星-153,1
367,7,1958,2037,50,卫星-45,0
368,3,1959,2016,42,卫星-45,0
369,7,1963,2031,45,卫星-45,0
370,10,1966,2039,47,卫星-64,1
371,5,1968,2028,42,卫星-56,0
372,3,1969,2027,40,卫星-64,1
373,8,1969,2035,46,卫星-55,0
374,10,1970,2045,50,卫星-46,1
375,2,1970,2026,44,卫星-56,0
376,2,1972,2038,42,卫星-55,0
377,6,1976,2030,42,卫星-145,1
378,2,1980,2037,44,卫星-4,0
379,2,1986,2058,42,卫星-45,0
380,5,1993,2061,42,卫星-55,0
381,8,1997,2067,42,卫星-45,1
382,4,2000,2061,44,卫星-45,0
383,5,2004,2063,45,卫星-45,1
384,5,2005,2072,40,卫星-45,0
385,8,2012,2081,43,卫星-45,1
386,8,2018,2076,46,卫星-73,1
387,8,2019,2091,48,卫星-55,0
388,1,2022,2081,40,卫星-73,0
389,7,2024,2078,43,卫星-145,1
390,7,2034,2089,44,卫星-3,0
391,2,2035,2101,49,卫星-4,0
392,9,2042,2108,43,卫星-56,0
393,2,2045,2107,46,卫星-45,1
394,2,2046,2112,49,卫星-145,0
395,5,2059,2120,48,卫星-45,0
396,8,2062,2120,43,卫星-64,1
397,2,2064,2129,42,卫星-55,0
398,9,2065,2137,43,卫星-55,1
399,8,2068,2128,42,卫星-73,0
400,6,2069,2136,47,卫星-145,1
401,8,2076,2137,41,卫星-145,1
402,10,2078,2139,50,卫星-145,1
403,10,2079,2142,44,卫星-73,0
404,7,2083,2147,43,卫星-55,0
405,6,2084,2158,47,卫星-55,0
406,8,2091,2155,45,卫星-3,1
407,1,2097,2159,47,卫星-64,1
408,9,2102,2159,44,卫星-154,1
409,5,2106,2173,47,卫星-55,0
410,5,2119,2183,44,卫星-137,1
411,7,2121,2177,45,卫星-64,1
412,4,2121,2179,47,卫星-45,0
413,4,2122,2188,50,卫星-55,0
414,7,2134,2195,41,卫星-64,0
415,3,2142,2216,46,卫星-55,1
416,1,2143,2216,46,卫星-45,1
417,7,2152,2224,45,卫星-4,0
418,4,2155,2225,48,卫星-46,1
419,10,2155,2229,45,卫星-64,0
420,3,2162,2223,43,卫星-145,0
421,3,2165,2240,45,卫星-64,0
422,3,2171,2229,44,卫星-64,0
423,4,2173,2231,41,卫星-73,0
424,3,2173,2241,46,卫星-55,1
425,6,2186,2247,48,卫星-55,1
426,3,2198,2270,44,卫星-55,0
427,6,2199,2269,46,卫星-55,0
428,5,2201,2265,48,卫星-55,0
429,3,2203,2269,46,卫星-3,1
430,9,2205,2259,41,卫星-3,1
431,6,2208,2267,40,卫星-45,1
432,7,2210,2270,41,卫星-73,1
433,8,2215,2276,49,卫星-45,1
434,2,2217,2270,43,卫星-64,1
435,5,2218,2276,41,卫星-73,0
436,5,2221,2286,50,卫星-55,0
437,7,2235,2292,42,卫星-72,1
438,6,2247,2306,45,卫星-153,0
439,7,2250,2318,40,卫星-145,1
440,10,2256,2321,46,卫星-65,0
441,5,2262,2320,41,卫星-64,0
442,3,2262,2321,46,卫星-55,0
443,1,2266,2332,40,卫星-145,0
444,2,2272,2334,42,卫星-3,1
445,7,2274,2348,44,卫星-64,0
446,10,2282,2339,42,卫星-46,1
447,5,2284,2354,42,卫星-55,0
448,8,2290,2347,41,卫星-137,0
449,2,2298,2369,43,卫星-45,1
450,7,2309,2372,42,卫星-45,1
451,2,2310,2389,49,卫星-45,1
452,9,2314,2387,50,卫星-45,1
453,6,2322,2391,43,卫星-3,0
454,8,2330,2398,46,卫星-55,0
455,10,2331,2389,41,卫星-45,0
456,10,2340,2404,45,卫星-46,1
457,6,2340,2398,48,卫星-64,1
458,8,2344,2402,48,卫星-3,1
459,7,2353,2421,47,卫星-73,1
460,5,2360,2423,48,卫星-73,0
461,4,2367,2418,40,卫星-45,0
462,5,2368,2437,49,卫星-45,1
463,3,2376,2445,45,卫星-153,1
464,7,2378,2431,41,卫星-45,1
465,8,2381,2447,42,卫星-46,0
466,8,2384,2451,42,卫星-45,0
467,3,2387,2458,43,卫星-153,1
468,8,2394,2469,48,卫星-45,0
469,3,2408,2474,45,卫星-145,1
470,5,2413,2481,45,卫星-45,0
471,10,2428,2493,45,卫星-137,1
472,7,2442,2501,49,卫星-64,0
473,10,2444,2517,49,卫星-55,0
474,2,2448,2513,41,卫星-3,0
475,5,2452,2531,49,卫星-55,0
476,3,2458,2516,47,卫星-137,1
477,5,2458,2533,49,卫星-153,1
478,1,2460,2530,48,卫星-55,0
479,8,2477,2550,48,卫星-153,1
480,4,2481,2553,47,卫星-55,0
481,10,2493,2567,46,卫星-153,1
482,5,2507,2568,46,卫星-153,1
483,6,2510,2579,44,卫星-153,1
484,7,2516,2573,46,卫星-55,0
485,8,2517,2591,44,卫星-45,1
486,2,2523,2591,49,卫星-45,1
487,6,2528,2598,47,卫星-64,1
488,4,2528,2584,40,卫星-153,1
489,5,2528,2584,46,卫星-55,1
490,1,2531,2597,49,卫星-45,0
491,2,2532,2602,50,卫星-55,0
492,6,2535,2593,47,卫星-55,1
493,2,2539,2607,42,卫星-45,1
494,9,2541,2611,41,卫星-55,1
495,9,2542,2614,46,卫星-72,1
496,6,2545,2615,41,卫星-145,1
497,2,2545,2614,45,卫星-45,0
498,4,2549,2601,41,卫星-64,0
499,5,2559,2620,47,卫星-55,1
500,8,2560,2626,48,卫星-144,1
501,1,2561,2628,47,卫星-55,0
502,10,2573,2645,44,卫星-45,1
503,2,2576,2641,42,卫星-64,0
504,5,2588,2639,40,卫星-63,1
505,3,2622,2689,48,卫星-64,1
506,1,2622,2681,40,卫星-145,1
507,2,2631,2685,40,卫星-64,1
508,6,2631,2696,46,卫星-55,1
509,1,2633,2702,45,卫星-3,1
510,6,2645,2716,43,卫星-45,0
511,4,2645,2701,42,卫星-45,0
512,7,2646,2703,47,卫星-45,1
513,7,2648,2721,45,卫星-45,0
514,8,2650,2710,42,卫星-55,1
515,9,2657,2713,42,卫星-45,0
516,3,2672,2739,40,卫星-45,0
517,1,2677,2745,49,卫星-54,0
518,7,2685,2751,47,卫星-45,1
519,7,2700,2761,44,卫星-55,1
520,9,2707,2773,44,卫星-54,1
521,9,2708,2788,50,卫星-153,0
522,10,2711,2783,48,卫星-55,1
523,5,2714,2783,43,卫星-55,1
524,4,2718,2781,48,卫星-45,0
525,9,2723,2793,43,卫星-55,1
526,2,2730,2800,44,卫星-3,1
527,4,2731,2785,43,卫星-3,0
528,1,2731,2798,47,卫星-55,0
529,7,2734,2796,41,卫星-153,0
530,3,2734,2796,40,卫星-55,1
531,8,2736,2812,50,卫星-145,0
532,3,2737,2801,41,卫星-45,1
533,8,2746,2804,42,卫星-55,0
534,1,2753,2820,48,卫星-54,1
535,2,2764,2832,50,卫星-64,0
536,7,2771,2842,48,卫星-55,1
537,3,2771,2826,40,卫星-45,0
538,2,2775,2844,42,卫星-54,1
539,9,2776,2848,42,卫星-145,1
540,7,2776,2836,44,卫星-45,1
541,7,2777,2851,49,卫星-64,0
542,2,2777,2831,43,卫星-153,1
543,4,2779,2840,40,卫星-55,1
544,8,2779,2849,48,卫星-63,1
545,6,2780,2842,43,卫星-55,1
546,7,2792,2857,43,卫星-54,0
547,2,2793,2870,49,卫星-81,1
548,9,2795,2860,46,卫星-145,1
549,1,2799,2866,43,卫星-54,0
550,9,2801,2871,42,卫星-55,0
551,3,2802,2858,46,卫星-72,1
552,10,2803,2863,40,卫星-144,1
553,4,2808,2876,45,卫星-72,1
554,3,2814,2884,48,卫星-55,0
555,1,2814,2873,42,卫星-45,1
556,6,2818,2888,44,卫星-81,0
557,9,2819,2896,49,卫星-153,0
558,5,2819,2898,50,卫星-45,0
559,2,2824,2900,47,卫星-81,0
560,7,2824,2895,41,卫星-54,1
561,4,2826,2898,48,卫星-81,1
562,5,2835,2899,42,卫星-64,1
563,2,2838,2911,47,卫星-54,0
564,2,2840,2893,41,卫星-135,0
565,4,2845,2916,44,卫星-45,1
566,9,2862,2938,50,卫星-71,1
567,6,2867,2930,49,卫星-80,1
568,7,2873,2944,46,卫星-54,0
569,1,2875,2941,43,卫星-54,0
570,10,2877,2936,48,卫星-55,0
571,2,2878,2953,50,卫星-54,1
572,10,2883,2943,49,卫星-55,1
573,8,2893,2959,40,卫星-81,0
574,8,2894,2964,42,卫星-80,1
575,1,2901,2976,48,卫星-55,1
576,8,2904,2969,43,卫星-153,0
577,8,2906,2973,47,卫星-54,0
578,8,2927,3000,43,卫星-54,1
579,3,2958,3021,48,卫星-54,0
580,6,2975,3031,40,卫星-80,0
581,7,2977,3027,40,卫星-54,0
582,2,2979,3049,41,卫星-153,0
583,6,2985,3054,50,卫星-153,0
584,3,2985,3053,40,卫星-81,0
585,3,2989,3046,40,卫星-53,0
586,8,3001,3064,47,卫星-63,1
587,7,3017,3069,42,卫星-44,0
588,5,3022,3091,49,卫星-44,0
589,1,3024,3093,41,卫星-151,1
590,8,3026,3085,45,卫星-44,0
591,9,3027,3101,44,卫星-45,1
592,7,3035,3095,49,卫星-72,0
593,2,3037,3105,48,卫星-44,1
594,4,3039,3108,46,卫星-71,0
595,4,3047,3112,48,卫星-80,0
596,10,3049,3127,48,卫星-135,0
597,1,3052,3107,44,卫星-54,1
598,8,3053,3127,47,卫星-44,0
599,2,3061,3112,40,卫星-53,0
600,8,3072,3122,40,卫星-44,1
601,6,3089,3154,45,卫星-44,1
602,9,3094,3153,45,卫星-135,1
603,7,3098,3159,49,卫星-144,0
604,6,3104,3174,40,卫星-72,0
605,8,3104,3171,40,卫星-44,0
606,7,3111,3173,40,卫星-44,1
607,6,3114,3174,47,卫星-54,0
608,2,3122,3180,46,卫星-144,0
609,6,3126,3198,49,卫星-54,0
610,6,3128,3199,50,卫星-63,1
611,4,3134,3189,45,卫星-54,1
612,10,3138,3212,48,卫星-54,0
613,9,3139,3212,44,卫星-80,0
614,7,3162,3221,42,卫星-144,0
615,6,3162,3219,46,卫星-143,0
616,9,3168,3242,49,卫星-62,1
617,7,3174,3240,50,卫星-44,1
618,1,3175,3239,46,卫星-54,1
619,5,3177,3242,48,卫星-44,0
620,4,3183,3251,47,卫星-160,1
621,5,3186,3250,41,卫星-44,1
622,7,3186,3247,43,卫星-54,1
623,3,3190,3261,50,卫星-53,0
624,7,3190,3266,49,卫星-71,0
625,5,3199,3264,40,卫星-72,0
626,4,3204,3255,40,卫星-144,1
627,4,3204,3282,48,卫星-54,0
628,6,3205,3268,46,卫星-62,1
629,5,3208,3281,46,卫星-54,0
630,1,3211,3278,47,卫星-54,1
631,2,3215,3271,45,卫星-80,1
632,6,3216,3285,47,卫星-43,0
633,3,3221,3284,46,卫星-143,0
634,2,3225,3293,48,卫星-54,1
635,8,3242,3312,48,卫星-54,1
636,4,3242,3304,43,卫星-134,0
637,6,3243,3310,43,卫星-44,0
638,5,3252,3324,50,卫星-144,0
639,6,3253,3317,45,卫星-54,0
640,10,3254,3318,45,卫星-54,0
641,8,3257,3332,47,卫星-135,0
642,4,3259,3317,42,卫星-43,1
643,7,3260,3330,41,卫星-54,1
644,6,3261,3324,49,卫星-143,0
645,8,3263,3341,50,卫星-72,1
646,1,3263,3324,48,卫星-44,0
647,1,3264,3342,48,卫星-63,1
648,10,3274,3340,46,卫星-72,1
649,7,3284,3355,45,卫星-44,0
650,9,3285,3344,45,卫星-44,1
651,10,3285,3344,48,卫星-143,0
652,7,3287,3353,50,卫星-143,0
653,2,3299,3368,46,卫星-44,0
654,4,3305,3375,44,卫星-53,1
655,4,3313,3374,45,卫星-43,0
656,2,3327,3379,40,卫星-54,0
657,8,3337,3391,42,卫星-160,0
658,1,3351,3411,42,卫星-80,1
659,6,3353,3410,46,卫星-135,0
660,5,3354,3414,45,卫星-54,0
661,10,3358,3426,46,卫星-44,0
662,9,3358,3429,46,卫星-43,1
663,7,3365,3430,48,卫星-54,1
664,2,3365,3440,49,卫星-151,1
665,9,3367,3436,46,卫星-43,1
666,2,3368,3431,45,卫星-80,0
667,8,3369,3439,40,卫星-53,1
668,2,3369,3436,41,卫星-160,0
669,8,3375,3428,40,卫星-62,0
670,7,3377,3435,48,卫星-62,0
671,7,3379,3453,44,卫星-63,1
672,3,3386,3453,50,卫星-54,0
673,5,3388,3452,46,卫星-54,1
674,1,3401,3455,41,卫星-44,1
675,7,3414,3469,43,卫星-151,0
676,1,3416,3472,44,卫星-134,1
677,2,3427,3489,42,卫星-62,1
678,9,3427,3500,44,卫星-53,1
679,7,3429,3488,42,卫星-44,1
680,9,3439,3519,50,卫星-80,1
681,9,3440,3496,45,卫星-54,1
682,10,3441,3498,42,卫星-54,1
683,1,3450,3506,44,卫星-53,0
684,7,3450,3505,42,卫星-160,0
685,1,3458,3512,42,卫星-44,1
686,7,3459,3532,49,卫星-134,0
687,4,3462,3533,46,卫星-81,1
688,10,3462,3529,42,卫星-81,0
689,2,3469,3543,48,卫星-44,0
690,6,3474,3549,46,卫星-44,0
691,6,3478,3544,50,卫星-44,1
692,10,3484,3536,42,卫星-143,0
693,7,3488,3544,44,卫星-71,1
694,2,3495,3558,46,卫星-54,1
695,10,3496,3560,43,卫星-53,0
696,5,3503,3575,48,卫星-135,0
697,6,3506,3560,43,卫星-134,0
698,6,3508,3582,46,卫星-44,0
699,2,3510,3566,41,卫星-52,0
700,5,3516,3583,46,卫星-143,0
701,7,3522,3586,50,卫星-44,0
702,7,3529,3597,46,卫星-54,1
703,1,3530,3598,49,卫星-53,0
704,9,3531,3594,44,卫星-43,1
705,8,3532,3587,44,卫星-53,1
706,3,3533,3595,50,卫星-54,1
707,7,3535,3601,46,卫星-80,1
708,1,3538,3598,42,卫星-70,1
709,8,3541,3610,47,卫星-143,0
710,1,3550,3619,44,卫星-44,0
711,10,3553,3618,46,卫星-135,0
712,10,3557,3631,44,卫星-52,1
713,6,3560,3618,46,卫星-54,0
714,5,3562,3625,50,卫星-53,1
715,10,3568,3630,43,卫星-143,1
716,7,3576,3648,42,卫星-80,0
717,9,3579,3641,41,卫星-54,0
718,6,3582,3636,43,卫星-63,1
719,6,3584,3649,50,卫星-43,0
